-13687,-12365,-11043,-9721,-8399,-7077,-5755,-13687,-12365,-11043,-9721,-8399,-7077,-5755,-13687,-12365,-11043,-9721,-8399,-7077,-5755,-13687,-12365,-11043,-9721,-8399,-7077,-5755,-13687,-12365,-11043,-9721,-8399,-7077,-5755,-13687,-12365,-11043,-9721,-8399,-7077,-5755,-13687,-12365,-11043,-9721,-8399,-7077,-5755,5235,6557,7879,9201,10523,11845,13167,5235,6557,7879,9201,10523,11845,13167,5235,6557,7879,9201,10523,11845,13167,5235,6557,7879,9201,10523,11845,13167,5235,6557,7879,9201,10523,11845,13167,5235,6557,7879,9201,10523,11845,13167,5235,6557,7879,9201,10523,11845,13167
12323,12323,12323,12323,12323,12323,12323,11001,11001,11001,11001,11001,11001,11001,9679,9679,9679,9679,9679,9679,9679,8357,8357,8357,8357,8357,8357,8357,7035,7035,7035,7035,7035,7035,7035,5713,5713,5713,5713,5713,5713,5713,4391,4391,4391,4391,4391,4391,4391,-6564,-6564,-6564,-6564,-6564,-6564,-6564,-7886,-7886,-7886,-7886,-7886,-7886,-7886,-9208,-9208,-9208,-9208,-9208,-9208,-9208,-10530,-10530,-10530,-10530,-10530,-10530,-10530,-11852,-11852,-11852,-11852,-11852,-11852,-11852,-13174,-13174,-13174,-13174,-13174,-13174,-13174,-14496,-14496,-14496,-14496,-14496,-14496,-14496
